Lenovo ThinkPad L13 20R30009MX,'14,1',Intel Core i5 10210U,7990.00,859.44,2149.59,3.72,https://www.pricerunner.dk/pl/27-5185246/Baerbar/Lenovo-ThinkPad-L13-20R30009MX-Sammenlign-Priser
Lenovo ThinkPad L14 (2nd Gen) 20X50062MX,'',AMD Ryzen 5 Pro 5650U,8228.00,1363.67,4445.79,1.85,https://www.pricerunner.dk/pl/27-3200253831/Baerbar/Lenovo-ThinkPad-L14-%282nd-Gen%29-20X50062MX-Sammenlign-Priser
Lenovo ThinkPad L13 20VH0017GE,'12,2',Intel Core i5 1135G7,8979.00,1252.32,3299.76,2.72,https://www.pricerunner.dk/pl/27-3200237275/Baerbar/Lenovo-ThinkPad-L13-20VH0017GE-Sammenlign-Priser
Lenovo ThinkBook 13s 20RR0006GE,'11,0',Intel Core i5 10210U,6313.67,859.44,2149.59,2.94,https://www.pricerunner.dk/pl/27-5252347/Baerbar/Lenovo-ThinkBook-13s-20RR0006GE-Sammenlign-Priser
Lenovo ThinkBook 14 G3 21A20006GE,'7,5',AMD Ryzen 5 5500U,6799.00,915.72,3492.12,1.95,https://www.pricerunner.dk/pl/27-3200255901/Baerbar/Lenovo-ThinkBook-14-G3-21A20006GE-Sammenlign-Priser
Lenovo ThinkPad L13 20R30009GE,'14,1',Intel Core i5 10210U,7057.33,859.44,2149.59,3.28,https://www.pricerunner.dk/pl/27-5097415/Baerbar/Lenovo-ThinkPad-L13-20R30009GE-Sammenlign-Priser
Lenovo ThinkBook 14 20RV0000MX,'9,0',Intel Core i7 10510U,7695.00,971.24,2477.90,3.11,https://www.pricerunner.dk/pl/27-5073695/Baerbar/Lenovo-ThinkBook-14-20RV0000MX-Sammenlign-Priser
Lenovo ThinkBook 13s G2 ITL 20V90005GE,'16,0',Intel Core i5 1135G7,7808.06,1252.32,3299.76,2.37,https://www.pricerunner.dk/pl/27-3200257863/Baerbar/Lenovo-ThinkBook-13s-G2-ITL-20V90005GE-Sammenlign-Priser
HP Pavilion 14-ce3035no,'10,5',Intel Core i7 1065G7,7815.00,1107.36,3084.78,2.53,https://www.pricerunner.dk/pl/27-5308379/Baerbar/HP-Pavilion-14-ce3035no-Sammenlign-Priser
Dell Latitude 5420 (0MCPY),'',Intel Core i5 1135G7,8470.29,1252.32,3299.76,2.57,https://www.pricerunner.dk/pl/27-3200226527/Baerbar/Dell-Latitude-5420-%280MCPY%29-Sammenlign-Priser
Lenovo ThinkPad L13 20R3000AMX,'14,1',Intel Core i5 10210U,8790.00,859.44,2149.59,4.09,https://www.pricerunner.dk/pl/27-5071355/Baerbar/Lenovo-ThinkPad-L13-20R3000AMX-Sammenlign-Priser
Lenovo ThinkPad L14 20U1000YPB,'12,3',Intel Core i5 10210U,8958.00,859.44,2149.59,4.17,https://www.pricerunner.dk/pl/27-3200248088/Baerbar/Lenovo-ThinkPad-L14-20U1000YPB-Sammenlign-Priser
